"R0000100","R1235800","R1236201","R2600401","R3958501","R5510700","R7274300","S1598200","S2067100","S3861700","S5444300","S7545600","T0042200","T2022600","T3613400","T5213300","T6665100","T8136000","U0017200","U1855500","U3455600"
7823,0,103112,107606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7824,0,103112,107606,116388,121821,130191,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7825,0,91391,98065,112092,117188,129182,134050,137480,159280,169541,173722,186366,190883,196493,196493,207204,212730,232762,262045,287902
7826,0,83584,88943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7827,0,105563,110128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7828,0,98488,108058,111166,111166,116368,120201,122603,128533,134323,134323,138872,140364,144920,146959,148589,150393,152147,162220,166646
7829,0,103112,107606,116388,121821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7830,0,103112,107606,116388,121821,130191,134015,134015,145485,147098,148880,152449,152449,154363,154363,158108,161954,170397,181054,181054
7831,0,91751,92964,96901,99769,112486,116190,118179,126999,136411,141781,148010,153256,158423,169760,176094,188576,197040,208614,221437
7832,0,105563,110128,113047,113047,122837,126517,133282,139328,147749,156958,164991,169605,171830,171830,174174,178932,181410,196018,202442
7833,0,115699,130117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7834,0,91391,98065,112092,117188,129182,134050,137480,159280,0,0,0,0,0,0,0,0,0,0,0
7835,0,98816,104897,113346,116452,122018,124629,128193,0,0,0,0,0,0,0,0,0,0,0,0
7836,0,103112,107606,116388,121821,130191,134015,134015,0,0,0,0,0,0,0,0,0,0,0,0
7837,0,83584,88943,95554,100779,107458,114324,117481,121451,125133,127827,133057,133057,133057,133057,137271,140173,146498,148138,149795
7838,0,100982,107197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7839,0,118236,132970,148976,166006,183736,191266,210665,227911,243537,247883,256871,256871,266481,282275,282275,288218,288218,300526,307077
7840,0,118112,129590,133317,133317,139555,144151,147032,154144,161088,161088,166543,168333,173796,176242,178197,180359,182463,194544,199852
7841,0,119208,125699,132462,141431,146997,149613,152303,158371,162312,167479,172781,176485,178325,180280,184246,184246,188301,201947,219801
7842,0,118112,129590,133317,133317,139555,144151,147032,154144,161088,161088,166543,168333,173796,176242,178197,180359,182463,194544,199852
7843,0,111149,116333,121288,124201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7844,0,105815,111576,117579,125541,130481,132804,135192,140578,144075,148662,0,0,0,0,0,0,0,0,0
7845,0,210858,213646,222695,229287,258510,267023,271594,291865,313496,325836,340152,352208,364083,390137,404693,433378,452832,479430,508900
7846,0,88976,94681,101719,107281,114390,121700,125060,129287,133206,136074,141641,141641,141641,141641,146127,149216,155949,157695,159459
7847,0,105191,111665,120659,123965,129890,132670,136464,149511,154466,165800,176232,178444,183476,190974,190974,204313,0,0,0
7848,0,112374,117233,120340,120340,130762,134679,141881,0,0,0,0,0,0,0,0,0,0,0,0
7849,0,97861,105008,120027,125485,138328,143541,147214,170556,181544,186021,199560,204397,210405,210405,221874,227791,249241,0,0
7850,0,105811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7851,0,251258,262208,283607,296848,317242,326562,326562,354511,358441,362782,371478,371478,376144,376144,385269,394641,415214,441184,441184
7852,0,254427,266295,277637,284304,296150,296150,312825,318751,327514,327514,333554,336607,342884,346112,349400,359766,371108,387623,396347
7853,0,190919,201674,210662,226596,238382,247883,251338,258017,273851,277913,286101,286101,290296,290296,290296,294788,308893,331224,336990
7854,0,230663,256925,267885,273605,282682,299678,316177,363076,385916,404676,427952,442731,442731,450899,0,0,0,0,0
7855,0,210913,219630,238755,246898,255413,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7856,0,213550,223018,233824,242941,251101,254112,263966,271102,282718,290770,290770,295037,295037,303551,303551,324172,346116,383765,390950
7857,0,99402,104814,110453,117932,122573,124755,126998,132058,135344,139652,144073,147162,148696,150326,0,0,0,0,0
7858,0,98488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7859,0,105563,110128,113047,113047,122837,126517,133282,139328,147749,156958,164991,169605,171830,171830,174174,178932,0,0,0
7860,0,105563,110128,113047,113047,122837,126517,133282,139328,147749,156958,164991,169605,171830,171830,174174,0,0,0,0
7861,0,105563,110128,113047,113047,122837,126517,133282,139328,147749,156958,164991,169605,171830,171830,174174,178932,181410,196018,202442
7862,0,91391,98065,112092,117188,129182,134050,137480,159280,169541,173722,186366,190883,196493,196493,207204,212730,232762,262045,287902
7863,0,83584,88943,95554,100779,107458,114324,117481,121451,125133,127827,133057,133057,133057,133057,137271,140173,146498,148138,149795
7864,0,91751,92964,96901,99769,112486,116190,118179,126999,136411,141781,148010,153256,158423,169760,176094,188576,197040,208614,221437
7865,0,115699,130117,145780,162444,179795,187163,206146,223021,238313,242565,251360,251360,260764,276219,276219,282034,282034,294078,300489
7866,0,91751,92964,96901,99769,112486,116190,118179,126999,136411,141781,148010,153256,158423,169760,176094,188576,197040,208614,221437
7867,0,91391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7868,0,104413,109283,113938,116673,121535,121535,128378,130810,134406,134406,136885,138138,140714,142038,143388,147642,152297,159074,162654
7869,0,91391,98065,112092,117188,129182,134050,137480,0,0,0,0,0,0,0,0,0,0,0,0
7870,0,104413,109283,113938,116673,121535,121535,128378,130810,134406,134406,136885,138138,140714,142038,143388,147642,152297,159074,162654
7871,0,99402,104814,110453,117932,122573,124755,126998,132058,135344,139652,144073,147162,148696,150326,153634,153634,157015,0,0
7872,0,98488,108058,111166,111166,116368,120201,122603,128533,134323,134323,138872,140364,144920,146959,148589,150393,152147,162220,166646
7873,0,83584,88943,95554,100779,107458,114324,117481,121451,125133,127827,133057,133057,133057,133057,137271,140173,146498,148138,149795
7874,0,98488,108058,111166,111166,116368,120201,122603,128533,134323,134323,138872,140364,144920,146959,148589,150393,152147,162220,166646
7875,0,115699,130117,145780,162444,179795,187163,206146,223021,238313,242565,251360,251360,260764,276219,276219,282034,282034,294078,300489
7876,0,98816,104897,113346,116452,122018,124629,128193,140450,145105,155752,165551,167629,172356,179399,179399,191930,207348,217576,221157
7877,0,113026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7878,0,94840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7879,0,114583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7880,0,91765,97648,104907,110643,117976,125514,128980,133339,137381,140339,146081,146081,146081,146081,150707,153893,160837,162637,164457
7881,0,100337,107664,123063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7882,0,100337,107664,123063,128658,141826,147171,150937,174870,186136,190725,204607,209566,215726,215726,227485,233552,255545,287694,316082
7883,0,127024,142853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7884,0,100337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7885,0,100337,107664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7886,0,109131,115073,121264,129476,134571,136966,139429,144984,148591,153321,158175,161567,163250,165040,168671,168671,172383,184875,201220
7887,0,113205,118138,127780,133745,142934,147133,147133,159726,161496,163452,167370,167370,169472,169472,173584,177806,187075,198776,198776
7888,0,109131,115073,121264,129476,134571,136966,139429,144984,148591,153321,158175,161567,163250,165040,168671,168671,172383,184875,201220
7889,0,127024,142853,160049,178344,197393,205483,226323,244851,261639,266307,275963,275963,286287,303255,303255,309640,309640,322863,329901
7890,0,100731,102063,106386,109535,123496,127562,129746,139429,149763,155658,162497,168257,173930,186376,193330,207033,216327,229033,243112
7891,0,100337,107664,123063,128658,141826,147171,150937,174870,186136,190725,204607,209566,215726,215726,227485,233552,255545,287694,316082
7892,0,108128,118635,122047,122047,127758,131966,134603,141114,147471,147471,152464,154103,159104,161344,163133,165113,167039,178099,182958
7893,0,101034,102370,106705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7894,0,100638,107987,123433,129045,142252,147613,151390,175395,186695,191298,0,0,0,0,0,0,0,0,0
7895,0,108452,118991,122414,122414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7896,0,108452,118991,122414,122414,128142,132362,135007,141538,147914,147914,152922,154566,159582,161828,163623,165609,167540,178633,183507
7897,0,108813,115511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7898,0,116244,121270,124485,124485,135266,139317,146767,153425,162697,172839,181684,0,0,0,0,0,0,0,0
7899,0,109459,115418,121629,129864,134975,137377,139847,145419,149037,153782,158650,162052,163741,165536,169178,169178,172901,185431,201825
7900,0,103219,104584,109014,112241,126546,130713,132951,142874,153463,159503,166511,172413,178226,190980,198105,212148,0,0,0
7901,0,94032,100061,107498,113377,120890,128614,132166,136633,140774,143805,149689,149689,149689,149689,154429,157694,164810,166655,168519
7902,0,111167,118010,127515,131009,137270,140208,144218,158006,163243,175221,186245,188583,193900,201824,201824,215921,233266,244773,248802
7903,0,99658,106047,113930,120160,128123,136309,140073,144807,149197,152409,158645,158645,158645,158645,163669,167129,174670,176626,178602
7904,0,118517,124970,131694,140612,146145,148746,151421,157454,161371,166508,171780,175463,177291,179235,183179,183179,187210,200777,218527
7905,0,117819,125070,135144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7906,0,124492,130299,135849,139111,144907,144907,153066,155966,160254,160254,163209,164703,167774,169354,170963,176035,181584,189665,193934
7907,0,108959,114892,121074,129272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7908,0,105917,110857,115579,118354,123286,123286,130227,132694,136342,136342,138857,140128,142741,144084,145453,149769,154490,161365,164997
7909,0,100833,106323,112044,119631,124339,126552,128827,133960,137293,141664,146148,149282,150838,152491,155846,155846,159276,170818,185920
7910,0,92707,99478,113706,118876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7911,0,84788,90224,96930,102231,109005,115970,119173,123201,126935,129668,134973,134973,134973,134973,139248,142192,148608,150271,151952
7912,0,107083,111714,114675,114675,124606,128339,135202,141335,149877,159219,167367,172048,174305,174305,176682,181509,184023,198842,205358
7913,0,117366,131991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7914,0,92707,99478,113706,118876,131043,135981,139460,0,0,0,0,0,0,0,0,0,0,0,0
7915,0,105563,110128,113047,113047,122837,126517,133282,139328,147749,156958,164991,169605,171830,171830,174174,0,0,0,0
7916,0,91751,92964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7917,0,98816,104897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7918,0,83584,88943,95554,100779,107458,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7919,0,157034,176602,197861,220479,244028,254029,279793,302698,323452,329223,341160,341160,353924,374901,374901,382793,382793,399140,407842
7920,0,134914,142259,149914,160065,166364,169325,172369,179237,183696,189544,195544,199737,201819,204032,208521,208521,213110,228553,248759
7921,0,124041,133100,152137,159054,175333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7923,0,201276,210796,214305,220219,229131,231355,243042,245446,256826,0,0,0,0,0,0,0,0,0,0
7924,0,199220,210443,219821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7925,0,213306,222763,233556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7926,0,200605,210094,213591,219485,228367,230584,242232,244628,255969,265086,274462,277429,283965,290511,290511,293837,297506,313998,322108
7927,0,247110,258636,269652,276127,287633,287633,303827,309583,318094,318094,323961,326926,333022,336157,339351,349419,360434,376474,384947
7928,0,197631,209795,226693,232904,244036,249259,256387,280900,290209,311503,331103,335258,344712,358799,358799,0,0,0,0
7929,0,197631,209795,226693,232904,244036,249259,256387,280900,290209,311503,331103,335258,344712,358799,358799,383860,414696,435151,442314
7930,0,197631,209795,226693,232904,244036,249259,256387,280900,290209,311503,331103,335258,344712,358799,358799,383860,414696,435151,442314
7931,0,167168,177886,191108,201558,214915,228648,234962,242903,250265,255654,266114,266114,266114,266114,274541,280346,0,0,0
7932,0,196976,216117,222332,222332,232736,240401,245205,0,0,0,0,0,0,0,0,0,0,0,0
7933,0,183501,185928,193803,199539,224971,232379,236357,253998,272823,283561,296020,306512,316847,0,0,0,0,0,0
7934,0,211126,220256,226094,226094,245675,253033,266565,278656,295497,313917,329981,339210,343660,343660,348348,357865,362821,392037,404884
7935,0,211126,220256,226094,226094,245675,253033,266565,278656,295497,313917,0,0,0,0,0,0,0,0,0
7936,0,183501,185928,193803,199539,224971,232379,236357,253998,272823,283561,296020,306512,316847,339520,352187,377151,394081,417228,442875
7937,0,208826,218566,227875,233347,243070,243070,256756,261620,268813,268813,273770,276276,281428,284077,286776,295284,304593,318148,325308
7938,0,208826,218566,227875,233347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7939,0,196976,216117,222332,222332,232736,240401,245205,257067,268647,268647,277743,280729,289839,293919,297179,300785,304294,324441,333293
7940,0,182782,196131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7941,0,167168,177886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7942,0,198803,209627,220907,235865,245147,249510,253996,0,0,0,0,0,0,0,0,0,0,0,0
7943,0,182782,196131,224183,234376,258364,268101,274961,318560,339082,347443,372731,381765,392987,392987,414408,425460,465524,524090,575804
7944,0,183501,185928,193803,199539,224971,232379,236357,253998,272823,283561,296020,306512,316847,339520,352187,377151,394081,417228,442875
7945,0,196976,216117,222332,222332,232736,240401,245205,257067,268647,268647,277743,280729,0,0,0,0,0,0,0
7946,0,167168,177886,191108,201558,214915,228648,234962,242903,250265,255654,266114,266114,266114,266114,274541,280346,292995,296275,299590
7947,0,206225,215211,232775,243643,260382,268031,268031,290971,294196,297760,304897,304897,308726,308726,316216,323908,340794,362109,362109
7948,0,197631,209795,226693,232904,244036,249259,256387,280900,290209,311503,331103,335258,344712,358799,358799,383860,414696,435151,442314
7949,0,196113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7950,0,141676,150760,161966,170823,182143,193781,199132,205863,212102,216669,225534,225534,225534,225534,232676,237596,248317,251096,253906
7951,0,166939,183161,188429,188429,197246,203743,207814,217867,227681,227681,235390,237920,245642,249099,251862,254919,257892,274967,282469
7952,0,178932,186669,191617,191617,208212,214448,225916,236164,250437,266048,279663,287484,291255,291255,295228,303294,307494,332255,343143
7953,0,196113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7954,0,174777,182394,197280,206490,220676,227159,227159,246601,249334,252354,258403,258403,261649,261649,267996,274516,288826,0,0
7955,0,154910,166223,189997,198636,218966,227218,233032,269982,287376,294462,315893,323550,333060,333060,351215,360582,394536,444171,488000
7956,0,167494,177803,192124,197389,206823,211249,217290,238066,245955,264002,280613,284135,292147,304086,304086,325326,351459,368795,374866
7958,0,228667,238632,258108,270158,288718,297200,297200,322636,326212,330164,338078,338078,342324,342324,350629,359158,377881,401516,401516
7959,0,218412,239636,246528,246528,258064,266564,271890,285042,297883,297883,0,0,0,0,0,0,0,0,0
7960,0,137127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7961,0,109772,116810,125492,132355,141126,150143,154289,159504,164338,167877,174746,174746,174746,174746,180279,184091,192398,194551,196728
7962,0,137127,143523,149636,153229,159614,159614,168601,171795,176518,176518,179773,181419,184802,186541,188313,193900,200013,208914,213616
7963,0,129776,137763,148859,152938,160248,163677,168358,184455,190568,204551,217421,220150,226357,235608,235608,252065,272313,285745,290449
7964,0,129345,141915,145996,145996,152828,157861,161016,168805,176409,176409,182382,184342,190325,193004,195144,197513,199817,213046,218859
7965,0,120958,136032,152406,169828,187967,195671,215516,233159,249145,253591,262785,262785,272617,288775,288775,294854,294854,307446,314148
7966,0,104842,115030,118338,118338,123876,127956,130512,136826,142989,142989,147831,149420,154269,156441,158176,160095,161963,172686,177398
7967,0,95921,97189,101306,104304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7968,0,89224,94436,101847,104031,108356,110809,116342,122813,133429,141635,152871,160626,163571,166500,169666,0,0,0,0
7969,0,97767,104907,119912,125364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7970,0,123771,139195,155950,173777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7971,0,123771,139195,155950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7972,0,123771,139195,155950,173777,192338,200221,220528,238581,254939,259488,268897,268897,278956,295490,295490,301711,301711,314596,321454
7973,0,98152,99450,103662,106730,120333,124296,126424,135859,145929,151672,158336,163948,169476,181604,188379,201732,210787,223168,236887
7974,0,123771,139195,155950,173777,192338,200221,220528,238581,254939,259488,268897,268897,0,0,0,0,0,0,0
7975,0,123771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7977,0,212594,226729,235333,235333,251450,261808,267542,270451,280073,280073,283347,287076,287076,290327,290327,297182,307896,311858,329935
7978,0,85076,90531,97260,102579,109377,116365,119579,123620,127367,130110,135433,135433,135433,135433,139722,142676,149114,150783,152470
7979,0,100247,109988,113151,113151,118446,122347,124792,130829,136722,136722,141351,142871,147507,149584,151243,153078,154864,165117,169622
7980,0,106277,111234,115972,118757,123705,123705,130671,133146,136807,136807,139329,140605,143227,144575,145948,150279,155016,161915,165559
7981,0,117765,132441,148383,165345,183005,190505,209827,227004,242568,246896,255849,255849,265420,281152,281152,287071,287071,299330,305855
7982,0,93023,99817,114093,119281,131489,136444,139935,0,0,0,0,0,0,0,0,0,0,0,0
7983,0,93023,99817,114093,119281,131489,136444,139935,162124,172569,176824,189694,194291,200002,200002,210904,216529,236918,0,0
7984,0,93389,94624,98632,101551,114494,118265,120289,129267,138847,144313,150653,155993,161252,172792,179238,191943,200559,212339,225392
7985,0,106277,111234,115972,118757,123705,123705,130671,133146,136807,136807,139329,140605,143227,144575,145948,150279,155016,161915,165559
7986,0,85076,90531,97260,102579,109377,116365,119579,123620,127367,130110,135433,135433,135433,135433,139722,142676,149114,150783,152470
7987,0,101177,106685,112426,120038,124762,126983,129266,134416,137760,142146,146646,149790,151351,153011,156377,156377,159819,171400,186554
7988,0,100580,106771,115370,118532,124197,126855,130483,142958,147696,158533,168508,170622,175434,182603,182603,195357,211051,221461,225106
7989,0,101177,106685,112426,120038,124762,126983,129266,134416,137760,142146,146646,149790,151351,153011,156377,156377,159819,171400,186554
